None,None
-1.05806,2.6769
-1.06078,2.53215
-0.91399,2.77796
-0.76139,2.62821
-0.95714,2.76343
-0.90662,2.42584
-0.68655,2.79164
-0.96053,2.5998900000000003
-0.7315,2.6924099999999997
-1.01873,2.5503299999999998
-1.15966,2.57156
-0.76207,2.60941
-1.03131,2.6188000000000002
-0.83799,3.04269
-1.52397,2.76147
-1.08572,2.67495
-1.12686,2.7168200000000002
-1.01583,2.63138
-1.19318,2.30256
-0.8731,2.69484
-1.13721,2.28987
-0.86009,2.60392
-0.89058,3.21894
-0.82462,2.23131
-0.59688,2.39118
-1.02236,2.34553
-0.82099,2.4361
-1.0747,2.56302
-1.15899,2.59036
-0.74881,2.55973
-0.84973,2.4732
-1.16286,2.34432
-0.9416,2.88096
-1.1403,2.83019
-0.9765,2.50481
-1.18415,2.72731
-1.39992,2.5851100000000002
-0.92768,2.85008
-0.75734,2.8105599999999997
-1.03223,2.55875
-0.99919,2.74526
-0.99136,2.40609
-0.69889,2.90136
-0.7073,2.39047
-0.61062,2.35835
-0.94684,2.52776
-0.86027,2.66762
-0.78723,2.74635
-1.08796,2.6127000000000002
-1.04481,2.62723
-0.18422,-1.18757
0.1781,-0.84081
0.01061,-1.38285
0.20062,-0.42449
0.04456,-1.1363
0.47863,-0.64345
0.43138,-0.94528
0.14791,0.51347
-0.08238,-1.04099
0.51979,-0.09225
0.06944,0.14524
0.31297,-0.50772
-0.31381,-0.539
0.37341,-0.95359
0.08401,0.09777
-0.16352,-0.89135
0.69325,-0.60255
0.03076,-0.30246
0.02927,-1.21257
0.04783,-0.21103
0.82848,-0.98993
-0.08347,-0.44427
0.26548,-1.4084699999999999
0.25972,-0.90795
-0.10416,-0.74049
-0.12105,-0.89562
-0.10265,-1.3596599999999999
0.26432,-1.50977
0.37723,-0.81249
-0.25712,0.12973
0.03525,-0.14256
-0.06205,-0.0243
0.00511,-0.24801
0.69138,-1.38527
0.83665,-0.52029
0.56558,-0.63099
0.04389,-1.1551
-0.15274,-1.04452
0.38854,-0.22054
0.25906,-0.33368
0.46629,-0.53373
0.34758,-0.83544
0.03095,-0.36616
0.04699,0.42693
0.35593,-0.4295
0.32966,-0.2889
0.34268,-0.37982
0.03924,-0.65823
-0.08921,0.64932
0.25839,-0.35248
1.52728,-2.30061
0.96149,-1.43956
0.64201,-2.51106
0.8945,-1.8726099999999999
1.05938,-2.23704
0.66893,-3.22592
1.13351,-0.63268
0.56292,-2.79314
0.60092,-2.36424
1.02471,-2.6073399999999998
0.64794,-1.54599
0.64141,-1.8318400000000001
0.63687,-2.09669
0.96191,-1.46201
1.20189,-1.62175
0.95646,-1.7869000000000002
0.72526,-1.83673
0.92831,-3.0221
0.72999,-3.75793
0.44797,-1.49402
0.8182,-2.28354
1.06622,-1.21192
0.55161,-3.38508
0.45063,-1.45422
0.90636,-2.06483
0.55711,-2.39757
0.49649,-1.29494
0.6817,-1.23575
0.92028,-2.09571
0.30407,-2.25185
0.39411,-2.77971
0.53526,-2.79509
0.96252,-2.14122
0.46327,-1.41775
0.78129,-1.74448
0.4064,-2.99438
1.29403,-1.91871
0.82618,-1.7502
0.69834,-1.12187
0.53933,-2.01967
0.91956,-2.21945
0.45862,-1.89248
0.96149,-1.43956
1.00002,-2.38789
1.0753,-2.24691
0.62786,-1.92836
0.48948,-1.66329
0.64455,-1.70954
1.21337,-1.68658
0.93522,-1.29897
